quote	title	from	order
But you still 'Gotta catch 'em all!'	Pokemon Johto	Pokemon	22
And be the best that you can be!	Pokemon Johto	Pokemon	23
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	24
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	25
Pokemon Johto!	Pokemon Johto	Pokemon	26
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	27
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	28
	Pokemon Johto	Pokemon	29
Everybody wants make a statment!	Pokemon Johto	Pokemon	30
Everybody needs to carve their mark!	Pokemon Johto	Pokemon	31
To stand alone in the victory circle!	Pokemon Johto	Pokemon	32
State their claim when the music starts!	Pokemon Johto	Pokemon	33
Give it all!	Pokemon Johto	Pokemon	34
You've got!	Pokemon Johto	Pokemon	35
You can be the very best ever!	Pokemon Johto	Pokemon	36
Take your!	Pokemon Johto	Pokemon	37
Best shot!	Pokemon Johto	Pokemon	38
What you've learned will come together!	Pokemon Johto	Pokemon	39
It's a whole new world we live in,	Pokemon Johto	Pokemon	40
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	41
It's a whole new way to see,	Pokemon Johto	Pokemon	42
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	43
It's a whole new place	Pokemon Johto	Pokemon	44
With a brand new attitude,	Pokemon Johto	Pokemon	45
But you still 'Gotta catch 'em all!'	Pokemon Johto	Pokemon	46
And be the best that you can be!	Pokemon Johto	Pokemon	47
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	48
Pokemon Johto!	Pokemon Johto	Pokemon	49
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	50
It's a whole new world we live in ...	Pokemon Johto	Pokemon	51
(Live in)	Pokemon Johto	Pokemon	52
(Live in)	Pokemon Johto	Pokemon	53
(Live in)	Pokemon Johto	Pokemon	54
It's a whole new way to see...	Pokemon Johto	Pokemon	55
(To see)	Pokemon Johto	Pokemon	56
(To see)	Pokemon Johto	Pokemon	57
(To see)	Pokemon Johto	Pokemon	58
It's a whole new place	Pokemon Johto	Pokemon	59
With a brand new attitude,	Pokemon Johto	Pokemon	60
(Attitude)	Pokemon Johto	Pokemon	61
(Attitude)	Pokemon Johto	Pokemon	62
(Attitude)	Pokemon Johto	Pokemon	63
But you still 'Gotta catch 'em all!'	Pokemon Johto	Pokemon	64
And be the best that you can be!	Pokemon Johto	Pokemon	65
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	66
Pokemon Johto!	Pokemon Johto	Pokemon	67
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	68
Yeah!	Pokemon Johto	Pokemon	69
*bwannnggg*	Pokemon Johto	Pokemon	70
It's a whole new world we live in.	Pokemon Johto	Pokemon	71
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	72
It's a whole new way to see.	Pokemon Johto	Pokemon	73
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	74
It's a whole new place	Pokemon Johto	Pokemon	75
With a brand new attitude,	Pokemon Johto	Pokemon	76
But you still 'Gotta catch 'em all!'	Pokemon Johto	Pokemon	77
And be the best that you can be!	Pokemon Johto	Pokemon	78
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	79
Pokemon Johto!	Pokemon Johto	Pokemon	80
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	81
Yeah, yeah!	Pokemon Johto	Pokemon	82
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	83
Pokemon Johto!	Pokemon Johto	Pokemon	84
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	85
Oh, oh!	Pokemon Johto	Pokemon	86
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	87
Pokemon Johto!	Pokemon Johto	Pokemon	88
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	89
Yeah ...	Pokemon Johto	Pokemon	90
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	91
Yeah, yeah!	Pokemon Johto	Pokemon	92
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	93
POKEMON JOHTO!	Pokemon Johto	Pokemon	94
I want to be	Gotta Catch 'em All	Pokemon	1
The very best,	Gotta Catch 'em All	Pokemon	2
Like no one ever was.	Gotta Catch 'em All	Pokemon	3
To catch them is my real test,	Gotta Catch 'em All	Pokemon	4
To train them is my cause.	Gotta Catch 'em All	Pokemon	5
I will travel across the land,	Gotta Catch 'em All	Pokemon	6
Searching far and wide.	Gotta Catch 'em All	Pokemon	7
Teach Pokemon to understand	Gotta Catch 'em All	Pokemon	8
The power that's inside.	Gotta Catch 'em All	Pokemon	9
(Pokemon!)	Gotta Catch 'em All	Pokemon	10
(Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	11
It's you and me.	Gotta Catch 'em All	Pokemon	12
I know it's my destiny!	Gotta Catch 'em All	Pokemon	13
Pokemon!	Gotta Catch 'em All	Pokemon	14
Ohhh,	Gotta Catch 'em All	Pokemon	15
You're my best friend.	Gotta Catch 'em All	Pokemon	16
In a world we must defend!	Gotta Catch 'em All	Pokemon	17
(Pokemon!)	Gotta Catch 'em All	Pokemon	18
(Gotta catch 'em all)	Gotta Catch 'em All	Pokemon	19
A heart so true.	Gotta Catch 'em All	Pokemon	20
Our courage will pull us through!	Gotta Catch 'em All	Pokemon	21
You teach me and I'll teach you!	Gotta Catch 'em All	Pokemon	22
Pokemon!	Gotta Catch 'em All	Pokemon	23
(Gotta catch 'em all)	Gotta Catch 'em All	Pokemon	24
Gotta catch 'em all!	Gotta Catch 'em All	Pokemon	25
Yeah ...	Gotta Catch 'em All	Pokemon	26
Every challenge along the way	Gotta Catch 'em All	Pokemon	27
With courage I will face.	Gotta Catch 'em All	Pokemon	28
I will battle everyday	Gotta Catch 'em All	Pokemon	29
To claim my rightful place.	Gotta Catch 'em All	Pokemon	30
Come with me:	Gotta Catch 'em All	Pokemon	31
The time is right.	Gotta Catch 'em All	Pokemon	32
There's no better team.	Gotta Catch 'em All	Pokemon	33
Arm in arm, we'll win the fight.	Gotta Catch 'em All	Pokemon	34
It's always been our dream.	Gotta Catch 'em All	Pokemon	35
(Pokemon!)	Gotta Catch 'em All	Pokemon	36
(Gotta catch 'em all)	Gotta Catch 'em All	Pokemon	37
It's you and me	Gotta Catch 'em All	Pokemon	38
I know it's my destiny	Gotta Catch 'em All	Pokemon	39
(Pokemon!)	Gotta Catch 'em All	Pokemon	40
Ohhh,	Gotta Catch 'em All	Pokemon	41
You're my best friend	Gotta Catch 'em All	Pokemon	42
In a world we must defend!	Gotta Catch 'em All	Pokemon	43
(Pokemon!)	Gotta Catch 'em All	Pokemon	44
(Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	45
A heart so true!	Gotta Catch 'em All	Pokemon	46
Our courage will pull us through!	Gotta Catch 'em All	Pokemon	47
You teach me and I'll teach you!	Gotta Catch 'em All	Pokemon	48
Pokemon!	Gotta Catch 'em All	Pokemon	49
(Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	50
Gotta catch 'em all!	Gotta Catch 'em All	Pokemon	51
Gotta catch 'em all ...	Gotta Catch 'em All	Pokemon	52
Gotta catch 'em all!	Gotta Catch 'em All	Pokemon	53
Gotta catch 'em all!	Gotta Catch 'em All	Pokemon	54
Yeah!	Gotta Catch 'em All	Pokemon	55
*bwannnggg*	Gotta Catch 'em All	Pokemon	56
(Pokemon! Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	57
It's you and me.	Gotta Catch 'em All	Pokemon	58
I know it's my destiny!	Gotta Catch 'em All	Pokemon	59
(Pokemon!)	Gotta Catch 'em All	Pokemon	60
Ohhh, you're my best friend!	Gotta Catch 'em All	Pokemon	61
In a world we must defend!	Gotta Catch 'em All	Pokemon	62
(Pokemon! Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	63
A heart so true!	Gotta Catch 'em All	Pokemon	64
Our courage will pull us through!	Gotta Catch 'em All	Pokemon	65
You teach me and I'll teach you!	Gotta Catch 'em All	Pokemon	66
(Pokemooooon!)	Gotta Catch 'em All	Pokemon	67
(Gotta catch 'em all!)	Gotta Catch 'em All	Pokemon	68
Gotta CATCH 'EM ALL!	Gotta Catch 'em All	Pokemon	69
(Pokemon!)	Gotta Catch 'em All	Pokemon	70
In darkness, we do what we can.	Turning Away	Dougie Maclean	1
In daylight, we're oblivion.	Turning Away	Dougie Maclean	2
Our hearts, so raw and clear,	Turning Away	Dougie Maclean	3
Are turning away,	Turning Away	Dougie Maclean	4
Turning away from here.	Turning Away	Dougie Maclean	5
On the water we have walked	Turning Away	Dougie Maclean	6
Like the fearless child.	Turning Away	Dougie Maclean	7
What was fastened, we've unlocked,	Turning Away	Dougie Maclean	8
Revealing wondrous wild.	Turning Away	Dougie Maclean	9
And in search of confirmation,	Turning Away	Dougie Maclean	10
We have jumped into the fire,	Turning Away	Dougie Maclean	11
And scrambled with our burning feet	Turning Away	Dougie Maclean	12
Through uncontrolled desire.	Turning Away	Dougie Maclean	13
In darkness, we do what we can.	Turning Away	Dougie Maclean	14
In daylight, we're oblivion.	Turning Away	Dougie Maclean	15
Our hearts, so raw and clear,	Turning Away	Dougie Maclean	16
Are turning away,	Turning Away	Dougie Maclean	17
Turning away from here.	Turning Away	Dougie Maclean	18
*twannnggg*	Turning Away	Dougie Maclean	19
There's a well upon the hill	Turning Away	Dougie Maclean	20
From our ancient past,	Turning Away	Dougie Maclean	21
Where an age is standing,	Turning Away	Dougie Maclean	22
Still holding strong and fast.	Turning Away	Dougie Maclean	23
And there's those that try to tame it,	Turning Away	Dougie Maclean	24
And to carve it into stone.	Turning Away	Dougie Maclean	25
Ah, but words cannot extinguish it	Turning Away	Dougie Maclean	26
However hard they're thrown.	Turning Away	Dougie Maclean	27
And in darkness, we do what we can.	Turning Away	Dougie Maclean	28
In daylight, we're oblivion.	Turning Away	Dougie Maclean	29
Our hearts, so raw and clear,	Turning Away	Dougie Maclean	30
Are turning away,	Turning Away	Dougie Maclean	31
Turning away from here.	Turning Away	Dougie Maclean	32
*twangity twang*	Turning Away	Dougie Maclean	33
On Loch Etive, they have worked	Turning Away	Dougie Maclean	34
With their highland dreams.	Turning Away	Dougie Maclean	35
By Kilcrennan, they have nourished	Turning Away	Dougie Maclean	36
In the mountain streams.	Turning Away	Dougie Maclean	37
And in searching for acceptance,	Turning Away	Dougie Maclean	38
They had given it away.	Turning Away	Dougie Maclean	39
Only the children of their children	Turning Away	Dougie Maclean	40
Know the price they had to pay.	Turning Away	Dougie Maclean	41
And in darkness, we do what we can.	Turning Away	Dougie Maclean	42
In daylight, we're oblivion.	Turning Away	Dougie Maclean	43
Our hearts, so raw and clear,	Turning Away	Dougie Maclean	44
Are turning away,	Turning Away	Dougie Maclean	45
Turning away from here.	Turning Away	Dougie Maclean	46
Are turning away,	Turning Away	Dougie Maclean	47
Turning away from here.	Turning Away	Dougie Maclean	48
Are turning away,	Turning Away	Dougie Maclean	49
Turning away from here.	Turning Away	Dougie Maclean	50
Through the gates of hell,	Primo Victoria	Sabaton	1
As we make our way to heaven	Primo Victoria	Sabaton	2
Through the Nazi lines,	Primo Victoria	Sabaton	3
Primo Victoria!	Primo Victoria	Sabaton	4
We've been training for years.	Primo Victoria	Sabaton	5
Now we're ready to strike	Primo Victoria	Sabaton	6
As the great operation begins.	Primo Victoria	Sabaton	7
We're the first wave on the shore.	Primo Victoria	Sabaton	8
We're the first ones to fall!	Primo Victoria	Sabaton	9
Yet soldiers have fallen before.	Primo Victoria	Sabaton	10
In the dawn they will pay!	Primo Victoria	Sabaton	11
With their lives as the price!	Primo Victoria	Sabaton	12
History's written today.	Primo Victoria	Sabaton	13
In this burning inferno,	Primo Victoria	Sabaton	14
Know that nothing remains	Primo Victoria	Sabaton	15
As our forces advance on the beach.	Primo Victoria	Sabaton	16
Aiming for heaven,	Primo Victoria	Sabaton	17
Though serving in hell,	Primo Victoria	Sabaton	18
Victory is ours.	Primo Victoria	Sabaton	19
Their forces will fall!	Primo Victoria	Sabaton	20
Through the gates of hell,	Primo Victoria	Sabaton	21
As we make our way to heaven	Primo Victoria	Sabaton	22
Through the Nazi lines,	Primo Victoria	Sabaton	23
Primo Victoria!	Primo Victoria	Sabaton	24
On the 6th of June,	Primo Victoria	Sabaton	25
On the shores of western Europe,	Primo Victoria	Sabaton	26
1944,	Primo Victoria	Sabaton	27
D-Day upon us!	Primo Victoria	Sabaton	28
We've been here before,	Primo Victoria	Sabaton	29
Used to this kind of war:	Primo Victoria	Sabaton	30
Crossfire grind through the sand.	Primo Victoria	Sabaton	31
Our orders were easy:	Primo Victoria	Sabaton	32
It's kill or be killed!	Primo Victoria	Sabaton	33
Blood on both sides will be spilled.	Primo Victoria	Sabaton	34
In the dawn they will pay	Primo Victoria	Sabaton	35
With their lives as the price.	Primo Victoria	Sabaton	36
History's written today.	Primo Victoria	Sabaton	37
Now that we are at war	Primo Victoria	Sabaton	38
With the Axis again,	Primo Victoria	Sabaton	39
This time we know what will come.	Primo Victoria	Sabaton	40
Aiming for heaven,	Primo Victoria	Sabaton	41
Though serving in hell,	Primo Victoria	Sabaton	42
Victory is ours.	Primo Victoria	Sabaton	43
Their forces will fall!	Primo Victoria	Sabaton	44
Through the gates of hell,	Primo Victoria	Sabaton	45
As we make our way to heaven	Primo Victoria	Sabaton	46
Through the Nazi lines,	Primo Victoria	Sabaton	47
Primo Victoria!	Primo Victoria	Sabaton	48
On the 6th of June	Primo Victoria	Sabaton	49
On the shores of western Europe	Primo Victoria	Sabaton	50
1944,	Primo Victoria	Sabaton	51
D-Day upon us!	Primo Victoria	Sabaton	52
*guitaaarrrs*	Primo Victoria	Sabaton	53
6th of June, 1944!	Primo Victoria	Sabaton	54
Allies are turning the war.	Primo Victoria	Sabaton	55
Normandy, state of anarchy!	Primo Victoria	Sabaton	56
Overlord!	Primo Victoria	Sabaton	57
Aiming for heaven,	Primo Victoria	Sabaton	58
Though serving in hell,	Primo Victoria	Sabaton	59
Victory is ours.	Primo Victoria	Sabaton	60
Their forces will fall!	Primo Victoria	Sabaton	61
Through the gates of hell,	Primo Victoria	Sabaton	62
As we make our way to heaven	Primo Victoria	Sabaton	63
Through the Nazi lines,	Primo Victoria	Sabaton	64
Primo Victoria!	Primo Victoria	Sabaton	65
On the 6th of June,	Primo Victoria	Sabaton	66
On the shores of western Europe	Primo Victoria	Sabaton	67
1944,	Primo Victoria	Sabaton	68
D-Day upon us!	Primo Victoria	Sabaton	69
Through the gates of hell,	Primo Victoria	Sabaton	70
As we make our way to heaven	Primo Victoria	Sabaton	71
Through the Nazi lines,	Primo Victoria	Sabaton	72
Primo Victoria!	Primo Victoria	Sabaton	73
On the 6th of June,	Primo Victoria	Sabaton	74
On the shores of western Europe	Primo Victoria	Sabaton	75
1944,	Primo Victoria	Sabaton	76
Primo Victoria!	Primo Victoria	Sabaton	77
Versace, Versace, Medusa head on me like I'm 'Luminati.	Versace	Migos	1
I--I--I know that you like it, Versace, my neck and my wrist is so sloppy.	Versace	Migos	2
Versace, Versace, I love it, Versace, the top of my Audi.	Versace	Migos	3
My plug, he John Gotti, he give me the dozen, I know that they're mighty.	Versace	Migos	4
Goin' be checkin' it!	Versace	Migos	5
Whoa.	Versace	Migos	6
I mean, I just left the Versace store.	Versace	Migos	7
Versace,	Versace	Migos	8
(Versace)	Versace	Migos	9
Versace,	Versace	Migos	10
(Versace)	Versace	Migos	11
Versace,	Versace	Migos	12
Shout out to Migos!	Versace	Migos	13
Versace,	Versace	Migos	14
Whoa.	Versace	Migos	15
Versace,	Versace	Migos	16
(Versace)	Versace	Migos	17
Versace,	Versace	Migos	18
(Versace)	Versace	Migos	19
Versace,	Versace	Migos	20
(Versace)	Versace	Migos	21
Versace,	Versace	Migos	22
So you wanna think about it?	Versace	Migos	23
Versace, Versace,	Versace	Migos	24
Versace, Versace,	Versace	Migos	25
(Versace)	Versace	Migos	26
Versace,	Versace	Migos	27
(Versace)	Versace	Migos	28
Versace, Versace,	Versace	Migos	29
(Whoo.)	Versace	Migos	30
Versace, Versace,	Versace	Migos	31
Versace,	Versace	Migos	32
(Versace)	Versace	Migos	33
Versace,	Versace	Migos	34
(Versace)	Versace	Migos	35
Versace,	Versace	Migos	36
Versace,	Versace	Migos	37
(Whoo.)	Versace	Migos	38
Versace,	Versace	Migos	39
(Whoo.)	Versace	Migos	40
Versace, Versace,	Versace	Migos	41
(Versace)	Versace	Migos	42
Versace, Versace,	Versace	Migos	43
(Versace)	Versace	Migos	44
Versace,	Versace	Migos	45
(Whoo.)	Versace	Migos	46
Versace, Versace,	Versace	Migos	47
(Versace)	Versace	Migos	48
Versace, Versace,	Versace	Migos	49
(Whoo.)	Versace	Migos	50
Versace,	Versace	Migos	51
Versace, Versace,	Versace	Migos	52
Yo, yo, yo.	Versace	Migos	53
(HOOD RICH.)	Versace	Migos	54
Versace, Versace, Medusa head on me like I'm 'Luminati.	Versace	Migos	55
I--I--I know that you like it, Versace, my neck and my wrist is so sloppy.	Versace	Migos	56
V-V-V-Versace, Versace, I love it, Versace, the top of my Audi.	Versace	Migos	57
My plug, he John Gotti, he give me the dozen, I know that they're mighty.	Versace	Migos	58
(Versace!)	Versace	Migos	59
Versace,	Versace	Migos	60
(Versace!)	Versace	Migos	61
Versace, Versace.	Versace	Migos	62
Versace, Verace,	Versace	Migos	63
(Versace!)	Versace	Migos	64
Versace,	Versace	Migos	65
(Versace!)	Versace	Migos	66
Versace, Versace.	Versace	Migos	67
(Whoo!)	Versace	Migos	68
Versace, Versace.	Versace	Migos	69
(Versace!)	Versace	Migos	70
Versace,	Versace	Migos	71
(Versace!)	Versace	Migos	72
Versace,	Versace	Migos	73
(Versace!)	Versace	Migos	74
Versace,	Versace	Migos	75
Versace.	Versace	Migos	76
(Whoo!)	Versace	Migos	77
Versace,	Versace	Migos	78
(Whoo!)	Versace	Migos	79
Versace, Versace.	Versace	Migos	80
(Versace!)	Versace	Migos	81
Versace, Versace.	Versace	Migos	82
Shoes and shirt Versace,	Versace	Migos	83
Your bitch want in on my pockets.	Versace	Migos	84
She ask me why my drawers silk.	Versace	Migos	85
I told that bitch, "Versace."	Versace	Migos	86
Cheetah print on my sleeve,	Versace	Migos	87
But I ain't ever been in the jungle.	Versace	Migos	88
(Nah!)	Versace	Migos	89
Try to take my sack.	Versace	Migos	90
Better run with it, nigga -- don't fumble.	Versace	Migos	91
(Versace!)	Versace	Migos	92
Versace,	Versace	Migos	93
(Versace!)	Versace	Migos	94
Versace, Versace.	Versace	Migos	95
Versace, Verace,	Versace	Migos	96
(Versace!)	Versace	Migos	97
Versace,	Versace	Migos	98
(Versace!)	Versace	Migos	99
Versace, Versace.	Versace	Migos	100
(Whoo!)	Versace	Migos	101
Versace, Versace.	Versace	Migos	102
(Versace!)	Versace	Migos	103
Versace,	Versace	Migos	104
(Versace!)	Versace	Migos	105
Versace,	Versace	Migos	106
(Versace!)	Versace	Migos	107
Versace,	Versace	Migos	108
Versace.	Versace	Migos	109
(Whoo!)	Versace	Migos	110
Versace,	Versace	Migos	111
(Whoo!)	Versace	Migos	112
Versace, Versace.	Versace	Migos	113
(Versace!)	Versace	Migos	114
Versace, Versace.	Versace	Migos	115
Get that new Truey.	Versace	Migos	116
I do it Versace.	Versace	Migos	117
You copped the Honda.	Versace	Migos	118
I copped the Mazi.	Versace	Migos	119
You smoke the mid.	Versace	Migos	120
I smoke exotic.	Versace	Migos	121
I set the trend.	Versace	Migos	122
You niggas copy.	Versace	Migos	123
Cooking the dope, like I work at Hibachi	Versace	Migos	124
Lookin and watching, blow it hot like some Taki.	Versace	Migos	125
Come in my room, my sheet Versace.	Versace	Migos	126
(Versace!)	Versace	Migos	127
When I go to sleep, I dream Versace.	Versace	Migos	128
(Versace!)	Versace	Migos	129
Medusa, Medusa, Medusa.	Versace	Migos	130
(Medusa!)	Versace	Migos	131
These niggas, they wishing they knew ya.	Versace	Migos	132
They coppin' the Truey, remixing the Louie.	Versace	Migos	133
My blunts is fat as Repuschia.	Versace	Migos	134
(Fat!)	Versace	Migos	135
Different stripped shirt like I'm Tony the Tiger.	Versace	Migos	136
(Versace!)	Versace	Migos	137
I'm beating the pot -- call me Michael.	Versace	Migos	138
(Will, will!)	Versace	Migos	139
None of you niggas can copy.	Versace	Migos	140
(Whoo.)	Versace	Migos	141
Look at my closet: Versace, Versace.	Versace	Migos	142
(Versace!)	Versace	Migos	143
Versace,	Versace	Migos	144
(Versace!)	Versace	Migos	145
Versace, Versace,	Versace	Migos	146
(Versace!)	Versace	Migos	147
Versace, Versace,	Versace	Migos	148
(Versace!)	Versace	Migos	149
Versace,	Versace	Migos	150
(Versace!)	Versace	Migos	151
Versace, Versace,	Versace	Migos	152
(Whoo.)	Versace	Migos	153
Versace, Versace.	Versace	Migos	154
Versace,	Versace	Migos	155
(Versace)	Versace	Migos	156
Versace,	Versace	Migos	157
(Versace)	Versace	Migos	158
Versace. Versace.	Versace	Migos	159
(Whoo.)	Versace	Migos	160
Versace,	Versace	Migos	161
(Whoo!)	Versace	Migos	162
Versace, Versace.	Versace	Migos	163
King of Versace, Medusa my wallet.	Versace	Migos	164
My car is Versace, tiger stripes on my Mazi.	Versace	Migos	165
I'm dressing so nice, they can't even copy.	Versace	Migos	166
You think I'm Egyptian, this gold on my body.	Versace	Migos	167
My money my mission, two bitches they kissing my diamonds.	Versace	Migos	168
Is pissin', my swag is exquisite.	Versace	Migos	169
No offset, no preacher, but you niggas listen:	Versace	Migos	170
Them blue and white diamonds, they look like the Pistons.	Versace	Migos	171
Codeine sippin', Versace, I'm gripping them bands in my pocket.	Versace	Migos	172
You know that I'm living.	Versace	Migos	173
I'm draped up in gold, but no pharaoh.	Versace	Migos	174
Rockin' handcuffs -- that's Ferragamo.	Versace	Migos	175
Bricks by the boat:	Versace	Migos	176
Overload.	Versace	Migos	177
I'm think I'm the don, but no Rocko.	Versace	Migos	178
This the life that I chose.	Versace	Migos	179
Bought out the store.	Versace	Migos	180
Can't go back no more.	Versace	Migos	181
Versace my clothes, while I'm sellin' them bows.	Versace	Migos	182
Versace took over -- it took out my soul.	Versace	Migos	183
(Versace!)	Versace	Migos	184
Versace,	Versace	Migos	185
(Versace!)	Versace	Migos	186
Versace, Versace.	Versace	Migos	187
Versace, Verace,	Versace	Migos	188
(Versace!)	Versace	Migos	189
Versace,	Versace	Migos	190
(Versace!)	Versace	Migos	191
Versace, Versace.	Versace	Migos	192
(Whoo!)	Versace	Migos	193
Versace, Versace.	Versace	Migos	194
(Versace!)	Versace	Migos	195
Versace,	Versace	Migos	196
(Versace!)	Versace	Migos	197
Versace,	Versace	Migos	198
(Versace!)	Versace	Migos	199
Versace,	Versace	Migos	200
Versace.	Versace	Migos	201
(Whoo!)	Versace	Migos	202
Versace,	Versace	Migos	203
(Whoo!)	Versace	Migos	204
Versace, Versace.	Versace	Migos	205
(Versace!)	Versace	Migos	206
Versace, Versace.	Versace	Migos	207
Tis's the story	Crusades Rap	NudgeNudge	1
Of a great man, Markyus.	Crusades Rap	NudgeNudge	2
He brought us the freedom --	Crusades Rap	NudgeNudge	3
Now I give you the news.	Crusades Rap	NudgeNudge	4
Both Muslims and Christians	Crusades Rap	NudgeNudge	5
Hoped to count with him,	Crusades Rap	NudgeNudge	6
But our beloved hero,	Crusades Rap	NudgeNudge	7
He didn't give in.	Crusades Rap	NudgeNudge	8
You're not telling the whole story!	Crusades Rap	NudgeNudge	9
Wait, who are you?	Crusades Rap	NudgeNudge	10
We're time travelers from the future, and we bring our new sounds with us.	Crusades Rap	NudgeNudge	11
Madness!	Crusades Rap	NudgeNudge	12
From the N, to the U, to the D-G-E --	Crusades Rap	NudgeNudge	13
That's me.	Crusades Rap	NudgeNudge	14
Get ready.	Crusades Rap	NudgeNudge	15
Gimme the mike and I will burst your bubble.	Crusades Rap	NudgeNudge	16
When Markyus is in your team, you know you are in no trouble.	Crusades Rap	NudgeNudge	17
But what if he's in every team? You've just seen	Crusades Rap	NudgeNudge	18
He's gonna mess you up 'til you can't even scream.	Crusades Rap	NudgeNudge	19
He was born with a mission,	Crusades Rap	NudgeNudge	20
A mission of peace,	Crusades Rap	NudgeNudge	21
But he ain't liked his condition --	Crusades Rap	NudgeNudge	22
He said, “Screw the police.”	Crusades Rap	NudgeNudge	23
Let's break this game just for the sake of it.	Crusades Rap	NudgeNudge	24
He began receiving offers so he checked if he could profit.	Crusades Rap	NudgeNudge	25
So should I join the Queen?	Crusades Rap	NudgeNudge	26
Or should I join the Sultan?	Crusades Rap	NudgeNudge	27
Should I join no one or will they find that insulting?	Crusades Rap	NudgeNudge	28
Maybe I should play with both, but for neither.	Crusades Rap	NudgeNudge	29
I'll go to church and to the mosque just to see what I can see there.	Crusades Rap	NudgeNudge	30
His crazy mind plotted a crazy plan:	Crusades Rap	NudgeNudge	31
To kill every fighter in the Holy Land.	Crusades Rap	NudgeNudge	32
And he helped the people,	Crusades Rap	NudgeNudge	33
And he refused to lose.	Crusades Rap	NudgeNudge	34
That's why I'm singing today about the feats of you, Markyus.	Crusades Rap	NudgeNudge	35
Tis's the story	Crusades Rap	NudgeNudge	36
Of a great man, Markyus.	Crusades Rap	NudgeNudge	37
He brought us the freedom --	Crusades Rap	NudgeNudge	38
Now I give you the news.	Crusades Rap	NudgeNudge	39
Both Muslims and Christians	Crusades Rap	NudgeNudge	40
Hoped to count with him,	Crusades Rap	NudgeNudge	41
But our beloved hero,	Crusades Rap	NudgeNudge	42
He didn't give in.	Crusades Rap	NudgeNudge	43
Hey, that's exactly what I sang before! What's this sorcery?	Crusades Rap	NudgeNudge	44
We recorded you in our cassette tape, then played it again!	Crusades Rap	NudgeNudge	45
A ... magic box!	Crusades Rap	NudgeNudge	46
Yeah, a magic box ...	Crusades Rap	NudgeNudge	47
Now ...	Crusades Rap	NudgeNudge	48
Bagpipe solo!	Crusades Rap	NudgeNudge	49
*BAGPIPE SOLO*	Crusades Rap	NudgeNudge	50
Let's get it on again with the great story	Crusades Rap	NudgeNudge	51
Of a really great man and his quest for glory.	Crusades Rap	NudgeNudge	52
One by one, they all began to fall.	Crusades Rap	NudgeNudge	53
Cries of terror beside the Wailing Wall.	Crusades Rap	NudgeNudge	54
Wait!	Crusades Rap	NudgeNudge	55
What?	Crusades Rap	NudgeNudge	56
Let me do a verse, please!	Crusades Rap	NudgeNudge	57
You think ya got the flow?	Crusades Rap	NudgeNudge	58
I--I don't know what you're talking about.	Crusades Rap	NudgeNudge	59
Go ahead -- make me proud.	Crusades Rap	NudgeNudge	60
I'm going to make you proud.	Crusades Rap	NudgeNudge	61
I'm going to say it loud,	Crusades Rap	NudgeNudge	62
Because my rhymes are good and I'm a man from da hood.	Crusades Rap	NudgeNudge	63
No, you can't say that.	Crusades Rap	NudgeNudge	64
Why?	Crusades Rap	NudgeNudge	65
Because it's--it's not believable.	Crusades Rap	NudgeNudge	66
I see ...	Crusades Rap	NudgeNudge	67
I'm Bartholomew,	Crusades Rap	NudgeNudge	68
The Bard from Jerusalem,	Crusades Rap	NudgeNudge	69
And as I see it, this was a battle between us and them.	Crusades Rap	NudgeNudge	70
We were just townies -- they had the power.	Crusades Rap	NudgeNudge	71
Do you hear me, guys, or do I have to speak louder?	Crusades Rap	NudgeNudge	72
By the way,	Crusades Rap	NudgeNudge	73
That's a rhetorical question.	Crusades Rap	NudgeNudge	74
Did I mention that Markyus is a champion?	Crusades Rap	NudgeNudge	75
He was always there, and he helped me kill my rival.	Crusades Rap	NudgeNudge	76
It wasn't a matter of honour; it was a matter of survival.	Crusades Rap	NudgeNudge	77
